Date,Close_EEM,Close_GLD,Close_ITA,Close_USO,Close_VIX
2018-01-02,39.77655792236328,125.1500015258789,86.67713928222656,96.55999755859375,9.770000457763672
2018-01-03,40.15766906738281,124.81999969482422,86.80591583251953,98.72000122070312,9.149999618530273
2018-01-04,40.356510162353516,125.45999908447266,87.41313934326172,98.95999908447266,9.220000267028809
2018-01-05,40.70448684692383,125.33000183105469,88.19972229003906,98.4800033569336,9.220000267028809
2018-01-08,40.70448684692383,125.30999755859375,88.73332214355469,99.04000091552734,9.520000457763672
2018-01-09,40.638206481933594,124.7300033569336,89.30370330810547,100.55999755859375,10.079999923706055
2018-01-10,40.381370544433594,125.02999877929688,89.17952728271484,101.44000244140625,9.819999694824219
2018-01-11,40.629920959472656,125.44000244140625,90.05350494384766,101.5999984741211,9.880000114440918
2018-01-12,41.01931381225586,126.95999908447266,91.4381103515625,102.95999908447266,10.15999984741211
2018-01-16,40.86189651489258,127.16999816894531,90.46289825439453,102.08000183105469,11.65999984741211
2018-01-17,41.40042495727539,126.13999938964844,91.53469848632812,102.23999786376953,11.90999984741211
2018-01-18,41.450130462646484,125.86000061035156,90.7987060546875,102.08000183105469,12.220000267028809
2018-01-19,41.78982925415039,126.41999816894531,91.45189666748047,101.76000213623047,11.270000457763672
2018-01-22,42.03009033203125,126.6500015258789,91.07928466796875,102.23999786376953,11.029999732971191
2018-01-23,42.22893524169922,127.27999877929688,90.78030395507812,103.76000213623047,11.100000381469727
2018-01-24,42.58518981933594,128.8300018310547,91.26791381835938,105.76000213623047,11.470000267028809
2018-01-25,42.56032943725586,127.97000122070312,92.63407135009766,104.4800033569336,11.579999923706055
2018-01-26,43.14857864379883,128.07000732421875,93.84388732910156,105.91999816894531,11.079999923706055
2018-01-29,42.49405288696289,127.3499984741211,93.95426940917969,104.87999725341797,13.84000015258789
2018-01-30,41.914093017578125,126.80000305175781,93.2504653930664,103.19999694824219,14.789999961853027
2018-01-31,42.27864074707031,127.6500015258789,93.4942855834961,103.83999633789062,13.539999961853027
2018-02-01,41.706974029541016,128.07000732421875,94.0278549194336,105.91999816894531,13.470000267028809
2018-02-02,40.638206481933594,126.38999938964844,92.10967254638672,104.31999969482422,17.309999465942383
2018-02-05,39.21317672729492,126.70999908447266,87.32572937011719,102.16000366210938,37.31999969482422
2018-02-06,40.48906326293945,125.37999725341797,88.30094909667969,101.5999984741211,29.979999542236328
2018-02-07,39.21317672729492,124.79000091552734,89.50611114501953,98.95999908447266,27.729999542236328
2018-02-08,37.85443115234375,124.9800033569336,86.64035034179688,96.72000122070312,33.459999084472656
2018-02-09,38.45923614501953,124.7699966430664,87.95591735839844,94.87999725341797,29.059999465942383
2018-02-12,39.06404113769531,125.37000274658203,89.21631622314453,95.12000274658203,25.610000610351562
2018-02-13,39.3623046875,126.08000183105469,89.56131744384766,94.95999908447266,24.969999313354492
2018-02-14,40.34822082519531,128.22999572753906,91.01950073242188,97.44000244140625,19.260000228881836
2018-02-15,41.176734924316406,128.3800048828125,93.1953125,98.63999938964844,19.1299991607666
2018-02-16,41.044166564941406,127.95999908447266,93.27348327636719,99.04000091552734,19.459999084472656
2018-02-20,40.48078536987305,126.23999786376953,92.49608612060547,99.12000274658203,20.600000381469727
2018-02-21,40.447635650634766,125.66000366210938,92.50987243652344,98.31999969482422,20.020000457763672
2018-02-22,40.47249984741211,126.30000305175781,92.85030364990234,100.72000122070312,18.719999313354492
2018-02-23,41.193302154541016,126.13999938964844,93.42528533935547,102.16000366210938,16.489999771118164
2018-02-26,41.57441329956055,126.44999694824219,94.43726348876953,102.87999725341797,15.800000190734863
2018-02-27,40.364803314208984,125.12999725341797,93.31487274169922,101.19999694824219,18.59000015258789
2018-02-28,39.78484344482422,125.0,93.31948852539062,98.95999908447266,19.850000381469727
2018-03-01,39.71027755737305,124.72000122070312,91.44730377197266,98.80000305175781,22.469999313354492
2018-03-02,39.8759765625,125.38999938964844,91.81068420410156,98.95999908447266,19.59000015258789
2018-03-05,39.93397903442383,125.18000030517578,92.54210662841797,100.72000122070312,18.729999542236328
2018-03-06,40.30679702758789,126.52999877929688,92.38569641113281,100.55999755859375,18.360000610351562
2018-03-07,40.34822082519531,125.72000122070312,92.6662826538086,98.80000305175781,17.760000228881836
2018-03-08,40.356510162353516,125.41999816894531,93.02506256103516,97.19999694824219,16.540000915527344
2018-03-09,41.21815872192383,125.54000091552734,94.34065246582031,99.76000213623047,14.640000343322754
2018-03-12,41.31757354736328,125.54000091552734,92.70770263671875,98.95999908447266,15.779999732971191
2018-03-13,40.94474411010742,125.77999877929688,92.45010375976562,97.91999816894531,16.350000381469727
2018-03-14,41.01103210449219,125.69999694824219,91.40129089355469,98.23999786376953,17.229999542236328
2018-03-15,40.86189651489258,124.9000015258789,91.3598861694336,98.72000122070312,16.59000015258789
2018-03-16,40.77076721191406,124.5999984741211,91.15291595458984,100.4000015258789,15.800000190734863
2018-03-19,40.33164978027344,124.87000274658203,91.3967056274414,100.4000015258789,19.020000457763672
2018-03-20,40.779056549072266,124.30999755859375,92.02690124511719,102.4800033569336,18.200000762939453
2018-03-21,41.01931381225586,126.4800033569336,92.22469329833984,105.44000244140625,17.860000610351562
2018-03-22,39.652286529541016,125.9800033569336,89.47186279296875,103.5999984741211,23.34000015258789
2018-03-23,38.848628997802734,127.61000061035156,89.75764465332031,106.23999786376953,24.8700008392334
